student_id,branch_id,cgpa,active_backlogs,has_internship,gender,current_degree,internship_count,resume_score,coding_score,communication_score,placement_status,graduation_year
ST2254,5,6.26,0,True,Male,B.Tech,1,61,57,91,Eligible,2027
ST2255,2,8.56,0,False,Male,B.Tech,0,85,79,72,Eligible,2027
ST2256,4,9.43,0,False,Male,B.Tech,0,88,90,88,Eligible,2027
ST2257,1,9.33,0,False,Male,B.Tech,0,85,94,88,Eligible,2027
ST2258,1,9.66,0,True,Female,B.Tech,1,95,100,57,Eligible,2027
ST2259,5,9.63,0,False,Male,B.Tech,0,98,98,75,Eligible,2027
ST2260,5,8.2,0,False,Female,B.Tech,0,88,90,65,Eligible,2027
ST2261,3,7.03,0,False,Male,B.Tech,0,69,71,87,Eligible,2027
ST2262,3,6.66,0,True,Male,B.Tech,0,70,74,74,Eligible,2027
ST2263,4,7.53,0,True,Male,B.Tech,0,77,76,69,Eligible,2027
ST2264,2,8.81,0,False,Male,B.Tech,0,88,83,100,Eligible,2027
ST2265,1,7.67,0,False,Female,B.Tech,0,73,76,97,Eligible,2027
ST2266,2,6.94,0,False,Male,B.Tech,1,63,61,52,Eligible,2027
ST2267,4,9.17,0,False,Male,B.Tech,1,97,96,63,Eligible,2027
ST2268,3,8.39,0,False,Female,B.Tech,0,81,91,68,Eligible,2027
ST2269,5,6.44,0,False,Male,B.Tech,1,67,59,58,Eligible,2027
ST2270,3,6.14,0,False,Male,B.Tech,0,55,65,94,Eligible,2027
ST2271,2,8.7,0,False,Male,B.Tech,2,79,78,62,Eligible,2027
ST2272,3,9.69,0,False,Female,B.Tech,1,98,92,82,Eligible,2027
ST2273,2,6.29,0,True,Female,B.Tech,0,72,58,89,Eligible,2027
ST2274,5,8.19,0,False,Female,B.Tech,0,80,75,72,Eligible,2027
ST2275,2,9.73,0,False,Male,B.Tech,0,95,100,61,Eligible,2027
ST2276,2,7.92,0,False,Male,B.Tech,1,84,75,91,Eligible,2027
ST2277,4,7.45,0,False,Male,B.Tech,1,76,72,97,Eligible,2027
ST2278,4,6.4,0,False,Female,B.Tech,0,58,56,98,Eligible,2027
ST2279,3,8.64,0,True,Male,B.Tech,0,91,86,60,Eligible,2027
ST2280,1,8.46,0,False,Male,B.Tech,1,82,90,89,Eligible,2027
ST2281,3,8.08,1,True,Female,B.Tech,0,78,76,72,Eligible,2027
ST2282,4,7.93,0,False,Female,B.Tech,0,81,85,88,Eligible,2027
ST2283,3,8.81,2,False,Female,B.Tech,0,88,87,72,Eligible,2027
ST2284,3,6.53,0,False,Male,B.Tech,0,59,75,77,Eligible,2027
ST2285,2,7.7,0,False,Female,B.Tech,1,85,77,73,Eligible,2027
ST2286,2,6.87,0,False,Male,B.Tech,0,72,71,87,Eligible,2027
ST2287,1,9.28,0,False,Male,B.Tech,1,91,84,50,Eligible,2027
ST2288,5,6.74,0,False,Female,B.Tech,1,62,61,96,Eligible,2027
ST2289,1,7.33,0,False,Male,B.Tech,0,75,64,58,Eligible,2027
ST2290,3,7.58,0,False,Male,B.Tech,1,77,79,55,Eligible,2027
ST2291,2,9.73,0,False,Female,B.Tech,1,91,92,53,Eligible,2027
ST2292,1,7.2,0,False,Female,B.Tech,0,72,82,77,Eligible,2027
ST2293,1,6.35,0,True,Male,B.Tech,1,70,57,73,Eligible,2027
ST2294,5,6.5,0,False,Male,B.Tech,0,73,68,84,Eligible,2027
ST2295,5,6.71,0,True,Male,B.Tech,1,75,57,73,Eligible,2027
ST2296,5,6.39,1,True,Female,B.Tech,0,73,63,91,Eligible,2027
ST2297,2,6.81,0,False,Male,B.Tech,0,75,60,53,Eligible,2027
ST2298,2,8.01,0,False,Male,B.Tech,0,79,72,53,Eligible,2027
ST2299,3,9.73,0,False,Male,B.Tech,0,93,99,74,Eligible,2027
ST2300,5,7.71,0,True,Female,B.Tech,1,77,77,84,Eligible,2027
ST2301,5,6.23,0,False,Male,B.Tech,0,61,52,88,Eligible,2027
ST2302,2,9.54,0,True,Male,B.Tech,0,92,91,56,Eligible,2027
ST2303,3,7.11,1,False,Male,B.Tech,0,78,73,91,Eligible,2027
ST2304,4,8.64,0,False,Female,B.Tech,0,89,90,60,Eligible,2027
ST2305,1,7.5,0,False,Female,B.Tech,1,76,78,83,Eligible,2027
ST2306,5,7.24,0,True,Female,B.Tech,0,73,70,79,Eligible,2027
ST2307,5,9.93,0,False,Male,B.Tech,2,100,100,100,Eligible,2027
ST2308,2,7.39,0,False,Male,B.Tech,0,71,68,69,Eligible,2027
ST2309,1,8.86,0,False,Female,B.Tech,1,96,78,77,Eligible,2027
ST2310,3,7.13,0,False,Male,B.Tech,0,63,81,89,Eligible,2027
ST2311,5,6.87,0,False,Male,B.Tech,0,74,69,85,Eligible,2027
ST2312,4,7.32,0,True,Male,B.Tech,1,78,76,74,Eligible,2027
ST2313,2,6.38,0,False,Female,B.Tech,0,58,70,51,Eligible,2027
ST2314,3,9.73,0,False,Male,B.Tech,1,89,100,72,Eligible,2027
ST2315,4,6.71,0,False,Male,B.Tech,0,74,77,51,Eligible,2027
ST2316,5,6.94,0,False,Male,B.Tech,0,69,62,60,Eligible,2027
ST2317,1,9.43,0,False,Male,B.Tech,0,100,89,78,Eligible,2027
ST2318,1,7.6,0,True,Female,B.Tech,1,85,66,50,Eligible,2027
ST2319,3,7.75,0,True,Female,B.Tech,0,84,84,55,Eligible,2027
ST2320,5,9.01,1,False,Male,B.Tech,0,87,89,67,Eligible,2027
ST2321,1,7.87,0,False,Male,B.Tech,0,79,80,94,Eligible,2027
ST2322,5,6.23,0,False,Female,B.Tech,2,57,67,50,Eligible,2027
ST2323,4,7.7,0,False,Female,B.Tech,0,85,81,66,Eligible,2027
ST2324,3,9.75,0,True,Female,B.Tech,0,100,91,97,Eligible,2027
ST2325,1,8.69,2,False,Male,B.Tech,0,78,78,69,Eligible,2027
ST2326,1,9.26,0,False,Male,B.Tech,1,88,97,64,Eligible,2027
ST2327,1,9.23,0,False,Female,B.Tech,0,91,85,76,Eligible,2027
ST2328,2,9.74,0,False,Female,B.Tech,0,89,100,72,Eligible,2027
ST2329,4,8.5,0,True,Male,B.Tech,2,83,90,60,Eligible,2027
ST2330,3,6.21,0,False,Male,B.Tech,0,58,69,59,Eligible,2027
ST2331,3,9.93,0,True,Female,B.Tech,0,96,99,63,Eligible,2027
ST2332,5,9.42,2,False,Female,B.Tech,0,98,87,52,Eligible,2027
ST2333,2,9.64,0,False,Female,B.Tech,0,100,100,60,Eligible,2027
ST2334,5,9.32,0,False,Male,B.Tech,2,88,90,62,Eligible,2027
ST2335,3,7.19,0,True,Female,B.Tech,2,73,74,75,Eligible,2027
ST2336,5,9.02,0,True,Male,B.Tech,2,92,99,63,Eligible,2027
ST2337,1,8.42,0,False,Female,B.Tech,0,80,89,97,Eligible,2027
ST2338,3,9.69,0,True,Female,B.Tech,1,100,100,91,Eligible,2027
ST2339,1,6.22,0,False,Male,B.Tech,0,63,56,58,Eligible,2027
ST2340,5,9.03,0,True,Male,B.Tech,0,87,86,56,Eligible,2027
ST2341,1,8.47,0,False,Male,B.Tech,1,92,86,87,Eligible,2027
ST2342,4,7.95,0,True,Male,B.Tech,0,88,76,92,Eligible,2027
ST2343,4,8.64,0,False,Female,B.Tech,1,79,79,57,Eligible,2027
ST2344,4,7.34,0,True,Male,B.Tech,0,84,82,51,Eligible,2027
ST2345,1,9.3,0,False,Female,B.Tech,0,97,98,79,Eligible,2027
ST2346,1,6.8,0,False,Female,B.Tech,0,65,62,85,Eligible,2027
ST2347,5,9.84,0,False,Female,B.Tech,0,99,90,100,Eligible,2027
ST2348,2,9.32,0,False,Female,B.Tech,0,93,87,75,Eligible,2027
ST2349,2,8.74,0,False,Female,B.Tech,1,86,88,64,Eligible,2027
ST2350,1,6.87,0,True,Male,B.Tech,0,76,58,70,Eligible,2027
ST2351,2,8.18,0,False,Female,B.Tech,0,79,74,56,Eligible,2027
ST2352,4,6.04,0,False,Female,B.Tech,0,63,66,71,Eligible,2027
ST2353,3,6.89,0,True,Female,B.Tech,1,76,71,63,Eligible,2027
ST2354,1,8.21,0,False,Female,B.Tech,0,82,73,89,Eligible,2027
ST2355,2,8.93,0,True,Female,B.Tech,0,95,93,92,Eligible,2027
ST2356,1,9.97,0,False,Female,B.Tech,2,92,93,74,Eligible,2027
ST2357,3,8.85,0,False,Male,B.Tech,1,83,83,86,Eligible,2027
ST2358,4,7.27,1,False,Female,B.Tech,0,71,73,57,Eligible,2027
ST2359,5,7.85,0,True,Female,B.Tech,0,87,71,80,Eligible,2027
ST2360,3,6.39,0,True,Male,B.Tech,0,73,57,85,Eligible,2027
ST2361,1,9.23,0,False,Male,B.Tech,0,93,96,90,Eligible,2027
ST2362,3,8.68,0,False,Male,B.Tech,0,92,76,64,Eligible,2027
ST2363,1,9.17,0,False,Male,B.Tech,0,88,83,83,Eligible,2027
ST2364,4,6.25,0,False,Female,B.Tech,0,59,55,52,Eligible,2027
ST2365,4,8.25,0,False,Male,B.Tech,0,86,81,68,Eligible,2027
ST2366,5,7.23,0,False,Female,B.Tech,0,65,70,96,Eligible,2027
ST2367,1,8.84,0,False,Male,B.Tech,1,83,92,79,Eligible,2027
ST2368,3,6.24,0,False,Male,B.Tech,1,58,63,90,Eligible,2027
ST2369,1,7.37,0,False,Male,B.Tech,0,77,81,79,Eligible,2027
ST2370,4,9.16,0,False,Male,B.Tech,0,95,94,68,Eligible,2027
ST2371,1,9.26,0,True,Male,B.Tech,0,95,82,97,Eligible,2027
ST2372,5,9.5,0,False,Male,B.Tech,0,87,100,74,Eligible,2027
ST2373,4,7.83,0,False,Male,B.Tech,0,71,85,83,Eligible,2027
ST2374,4,8.65,1,False,Male,B.Tech,1,85,87,88,Eligible,2027
ST2375,5,9.42,0,False,Male,B.Tech,0,90,85,54,Eligible,2027
ST2376,1,8.91,0,True,Male,B.Tech,0,95,87,66,Eligible,2027
ST2377,4,6.41,0,True,Male,B.Tech,0,74,69,93,Eligible,2027
ST2378,1,8.8,0,False,Male,B.Tech,0,87,87,80,Eligible,2027
ST2379,2,7.19,1,False,Male,B.Tech,0,78,64,93,Eligible,2027
ST2380,5,9.04,0,True,Female,B.Tech,0,90,94,65,Eligible,2027
ST2381,2,7.87,0,False,Female,B.Tech,2,73,74,81,Eligible,2027
ST2382,2,7.39,0,False,Male,B.Tech,1,69,80,61,Eligible,2027
ST2383,5,9.26,1,False,Female,B.Tech,1,98,94,72,Eligible,2027
ST2384,1,9.81,0,False,Female,B.Tech,0,95,89,73,Eligible,2027
ST2385,4,6.0,0,True,Female,B.Tech,0,73,56,94,Eligible,2027
ST2386,3,9.79,0,False,Female,B.Tech,0,95,97,88,Eligible,2027
ST2387,1,9.19,0,False,Male,B.Tech,0,90,100,77,Eligible,2027
ST2388,1,6.96,0,False,Male,B.Tech,0,63,77,72,Eligible,2027
ST2389,2,9.11,0,False,Female,B.Tech,0,95,90,63,Eligible,2027
ST2390,5,8.5,0,False,Female,B.Tech,0,81,85,56,Eligible,2027
ST2391,3,7.87,0,False,Female,B.Tech,1,78,75,89,Eligible,2027
ST2392,4,9.93,0,False,Male,B.Tech,1,96,100,67,Eligible,2027
ST2393,1,6.39,0,False,Male,B.Tech,0,70,71,58,Eligible,2027
ST2394,5,6.86,0,False,Female,B.Tech,1,76,67,87,Eligible,2027
ST2395,1,8.22,0,False,Male,B.Tech,2,81,92,95,Eligible,2027
ST2396,3,8.14,0,True,Female,B.Tech,0,92,84,95,Eligible,2027
ST2397,3,9.97,1,True,Female,B.Tech,0,100,90,52,Eligible,2027
ST2398,3,9.01,1,True,Male,B.Tech,1,95,98,70,Eligible,2027
ST2399,2,8.51,0,False,Male,B.Tech,0,79,87,59,Eligible,2027
ST2400,5,6.18,0,True,Female,B.Tech,1,74,59,78,Eligible,2027
ST2401,3,6.19,0,False,Male,B.Tech,0,62,58,55,Eligible,2027
ST2402,2,8.6,0,False,Female,B.Tech,0,86,92,56,Eligible,2027
ST2403,3,6.14,1,False,Male,B.Tech,1,58,57,89,Eligible,2027
ST2404,2,8.38,0,True,Female,B.Tech,0,89,77,99,Eligible,2027
ST2405,1,8.89,0,False,Male,B.Tech,1,91,91,72,Eligible,2027
ST2406,2,6.28,0,False,Female,B.Tech,1,60,71,57,Eligible,2027
ST2407,1,9.25,0,False,Female,B.Tech,0,94,87,86,Eligible,2027
ST2408,3,6.66,0,False,Male,B.Tech,1,60,65,60,Eligible,2027
ST2409,3,6.16,0,False,Male,B.Tech,0,65,71,84,Eligible,2027
ST2410,1,6.42,0,True,Female,B.Tech,0,65,62,71,Eligible,2027
ST2411,5,7.98,0,False,Female,B.Tech,0,78,71,64,Eligible,2027
ST2412,4,7.65,0,False,Male,B.Tech,0,78,74,60,Eligible,2027
ST2413,3,7.71,0,False,Male,B.Tech,0,82,71,62,Eligible,2027
ST2414,5,6.25,0,False,Female,B.Tech,0,54,65,64,Eligible,2027
ST2415,1,6.39,0,False,Male,B.Tech,0,63,72,83,Eligible,2027
ST2416,3,7.46,0,True,Female,B.Tech,0,72,66,90,Eligible,2027
ST2417,4,9.6,0,True,Female,B.Tech,1,100,93,76,Eligible,2027
ST2418,3,8.01,0,True,Female,B.Tech,1,81,71,57,Eligible,2027
ST2419,2,6.35,0,False,Male,B.Tech,0,55,70,94,Eligible,2027
ST2420,3,6.65,0,False,Female,B.Tech,0,69,74,93,Eligible,2027
ST2421,3,8.64,0,False,Male,B.Tech,1,78,89,72,Eligible,2027
ST2422,2,8.91,0,True,Female,B.Tech,0,100,91,64,Eligible,2027
ST2423,2,8.57,0,False,Female,B.Tech,2,90,89,97,Eligible,2027
ST2424,2,6.6,0,True,Female,B.Tech,0,69,71,64,Eligible,2027
ST2425,2,8.86,2,False,Male,B.Tech,0,93,84,58,Eligible,2027
ST2426,5,6.46,0,False,Male,B.Tech,1,57,64,91,Eligible,2027
ST2427,2,9.48,1,False,Male,B.Tech,0,93,100,89,Eligible,2027
ST2428,3,7.3,1,False,Male,B.Tech,0,73,82,87,Eligible,2027
ST2429,3,6.3,0,True,Female,B.Tech,1,65,69,82,Eligible,2027
ST2430,2,8.89,0,True,Female,B.Tech,0,97,98,61,Eligible,2027
ST2431,4,8.86,0,False,Male,B.Tech,0,95,80,94,Eligible,2027
ST2432,3,9.23,0,False,Male,B.Tech,0,93,100,65,Eligible,2027
ST2433,4,8.42,0,False,Female,B.Tech,0,83,79,52,Eligible,2027
ST2434,5,9.3,2,False,Female,B.Tech,1,94,86,90,Eligible,2027
ST2435,5,8.49,0,False,Male,B.Tech,0,91,79,52,Eligible,2027
ST2436,1,9.81,0,False,Female,B.Tech,0,95,90,64,Eligible,2027
ST2437,5,6.9,0,True,Male,B.Tech,0,74,65,74,Eligible,2027
ST2438,5,7.88,0,False,Male,B.Tech,0,84,83,95,Eligible,2027
ST2439,4,6.62,0,False,Male,B.Tech,0,71,60,54,Eligible,2027
ST2440,5,7.48,0,False,Female,B.Tech,1,76,70,68,Eligible,2027
ST2441,1,6.95,0,True,Male,B.Tech,0,79,65,73,Eligible,2027
ST2442,3,6.96,0,False,Female,B.Tech,0,71,78,64,Eligible,2027
ST2443,4,8.14,0,True,Female,B.Tech,2,80,74,78,Eligible,2027
ST2444,4,8.39,0,True,Male,B.Tech,0,88,83,69,Eligible,2027
ST2445,2,7.04,0,False,Male,B.Tech,0,71,74,94,Eligible,2027
ST2446,3,9.99,0,False,Male,B.Tech,0,99,95,74,Eligible,2027
ST2447,4,6.52,0,True,Female,B.Tech,0,63,74,50,Eligible,2027
ST2448,1,7.95,0,False,Female,B.Tech,0,86,77,81,Eligible,2027
ST2449,2,7.25,0,False,Female,B.Tech,1,69,65,60,Eligible,2027
ST2450,3,8.13,0,False,Female,B.Tech,0,80,83,61,Eligible,2027
ST2451,5,8.94,0,True,Female,B.Tech,0,92,79,50,Eligible,2027
ST2452,2,7.42,0,True,Male,B.Tech,0,73,71,88,Eligible,2027
ST2453,3,7.4,1,True,Male,B.Tech,0,78,78,51,Eligible,2027
ST2454,3,7.15,0,False,Female,B.Tech,0,64,73,57,Eligible,2027
ST2455,1,6.86,0,False,Female,B.Tech,1,64,61,69,Eligible,2027
ST2456,1,7.22,0,False,Female,B.Tech,1,79,79,57,Eligible,2027
ST2457,2,9.62,0,False,Female,B.Tech,0,96,99,77,Eligible,2027
ST2458,5,7.19,1,False,Female,B.Tech,0,75,76,96,Eligible,2027
ST2459,3,6.95,0,False,Male,B.Tech,0,70,62,56,Eligible,2027
ST2460,1,7.24,0,False,Female,B.Tech,1,74,78,71,Eligible,2027
ST2461,4,7.26,0,True,Female,B.Tech,0,79,73,61,Eligible,2027
ST2462,2,8.31,0,False,Female,B.Tech,0,78,79,57,Eligible,2027
ST2463,3,9.12,1,True,Female,B.Tech,0,98,81,60,Eligible,2027
ST2464,1,9.85,0,False,Male,B.Tech,1,95,100,64,Eligible,2027
ST2465,5,6.56,0,False,Male,B.Tech,0,65,57,85,Eligible,2027
ST2466,3,9.84,1,False,Male,B.Tech,0,90,95,58,Eligible,2027
ST2467,3,8.31,0,False,Male,B.Tech,0,82,73,71,Eligible,2027
ST2468,3,6.54,0,True,Male,B.Tech,0,66,58,63,Eligible,2027
ST2469,5,6.52,1,False,Female,B.Tech,0,63,56,50,Eligible,2027
ST2470,4,8.48,0,False,Male,B.Tech,0,91,93,99,Eligible,2027
ST2471,3,9.36,0,False,Female,B.Tech,0,96,100,80,Eligible,2027
ST2472,2,9.2,1,False,Male,B.Tech,1,100,100,90,Eligible,2027
ST2473,2,7.43,0,False,Male,B.Tech,0,81,77,89,Eligible,2027
ST2474,3,8.71,0,True,Male,B.Tech,0,87,87,70,Eligible,2027
ST2475,4,9.97,0,True,Female,B.Tech,0,100,100,79,Eligible,2027
ST2476,3,8.79,0,False,Male,B.Tech,0,86,97,88,Eligible,2027
ST2477,5,7.26,2,True,Female,B.Tech,0,83,70,91,Eligible,2027
ST2478,2,8.65,0,True,Female,B.Tech,1,87,94,98,Eligible,2027
ST2479,4,6.52,0,True,Male,B.Tech,0,66,58,79,Eligible,2027
ST2480,2,9.81,0,False,Male,B.Tech,0,100,96,71,Eligible,2027
ST2481,5,8.73,0,False,Male,B.Tech,1,89,92,60,Eligible,2027
ST2482,2,8.25,0,False,Male,B.Tech,0,79,72,80,Eligible,2027
ST2483,5,8.6,0,True,Male,B.Tech,1,92,87,73,Eligible,2027
ST2484,5,8.52,0,False,Male,B.Tech,0,82,93,69,Eligible,2027
ST2485,3,9.21,0,True,Female,B.Tech,1,100,86,97,Eligible,2027
ST2486,3,8.7,0,True,Female,B.Tech,0,95,79,81,Eligible,2027
ST2487,3,7.25,0,False,Female,B.Tech,1,71,67,56,Eligible,2027
ST2488,2,6.37,2,True,Female,B.Tech,0,68,60,76,Eligible,2027
ST2489,5,7.92,0,True,Female,B.Tech,0,91,71,80,Eligible,2027
ST2490,1,9.38,0,True,Male,B.Tech,2,100,89,84,Eligible,2027
ST2491,3,9.15,0,False,Male,B.Tech,0,94,81,96,Eligible,2027
ST2492,4,8.26,0,False,Female,B.Tech,0,85,80,50,Eligible,2027
ST2493,3,8.03,0,True,Male,B.Tech,0,91,80,72,Eligible,2027
ST2494,1,9.35,0,False,Male,B.Tech,0,98,100,58,Eligible,2027
ST2495,1,6.27,1,False,Male,B.Tech,1,66,66,62,Eligible,2027
ST2496,4,9.75,0,False,Female,B.Tech,2,89,98,60,Eligible,2027
ST2497,5,8.81,1,True,Male,B.Tech,1,98,90,65,Eligible,2027
ST2498,2,8.67,1,False,Female,B.Tech,2,86,93,64,Eligible,2027
ST2499,5,7.9,0,True,Male,B.Tech,0,90,70,65,Eligible,2027
ST2500,2,9.79,0,False,Male,B.Tech,1,100,93,73,Eligible,2027
ST2501,2,8.3,2,False,Male,B.Tech,1,75,87,50,Eligible,2027
ST2502,3,8.45,0,False,Male,B.Tech,0,81,87,57,Eligible,2027
ST2503,1,8.49,0,False,Female,B.Tech,0,79,94,52,Eligible,2027
ST2504,2,8.51,0,False,Male,B.Tech,0,87,84,65,Eligible,2027
ST2505,1,8.08,0,True,Male,B.Tech,0,81,77,80,Eligible,2027
ST2506,2,7.61,0,False,Male,B.Tech,1,84,82,65,Eligible,2027
ST2507,2,7.07,0,False,Female,B.Tech,0,74,79,52,Eligible,2027
ST2508,3,8.06,0,True,Female,B.Tech,0,78,79,70,Eligible,2027
ST2509,4,8.1,0,False,Male,B.Tech,0,79,79,61,Eligible,2027
ST2510,3,6.93,1,False,Female,B.Tech,2,63,70,86,Eligible,2027
ST2511,5,8.61,0,False,Female,B.Tech,0,90,85,53,Eligible,2027
ST2512,4,9.75,0,False,Male,B.Tech,0,89,91,56,Eligible,2027
ST2513,1,8.31,0,True,Male,B.Tech,1,83,93,57,Eligible,2027
ST2514,5,6.96,0,False,Female,B.Tech,0,68,68,57,Eligible,2027
ST2515,2,6.34,0,False,Female,B.Tech,0,61,69,64,Eligible,2027
ST2516,5,8.0,0,False,Female,B.Tech,0,77,90,59,Eligible,2027
ST2517,5,9.79,0,False,Female,B.Tech,2,99,99,57,Eligible,2027
ST2518,5,8.98,0,False,Male,B.Tech,0,90,94,80,Eligible,2027
ST2519,5,9.38,0,True,Female,B.Tech,1,100,95,55,Eligible,2027
ST2520,4,6.51,0,True,Female,B.Tech,0,63,65,85,Eligible,2027
ST2521,1,9.92,0,True,Female,B.Tech,1,100,100,94,Eligible,2027
ST2522,3,7.31,0,False,Male,B.Tech,1,73,74,58,Eligible,2027
ST2523,4,7.2,0,False,Female,B.Tech,0,76,79,88,Eligible,2027
ST2524,5,8.78,0,True,Female,B.Tech,0,93,89,82,Eligible,2027
ST2525,1,8.75,1,True,Female,B.Tech,0,99,85,97,Eligible,2027
ST2526,1,8.37,0,False,Male,B.Tech,2,77,81,89,Eligible,2027
ST2527,3,6.31,2,True,Female,B.Tech,0,75,66,67,Eligible,2027
ST2528,1,6.68,0,False,Female,B.Tech,2,72,57,95,Eligible,2027
ST2529,1,6.82,0,False,Male,B.Tech,2,64,62,95,Eligible,2027
ST2530,1,9.5,0,False,Male,B.Tech,0,100,89,91,Eligible,2027
ST2531,3,9.71,0,True,Male,B.Tech,1,100,100,67,Eligible,2027
ST2532,3,8.04,0,False,Male,B.Tech,0,88,77,96,Eligible,2027
ST2533,4,6.39,1,False,Male,B.Tech,0,63,67,77,Eligible,2027
ST2534,5,6.54,0,False,Male,B.Tech,2,71,72,82,Eligible,2027
ST2535,3,9.04,0,True,Male,B.Tech,0,99,99,76,Eligible,2027
ST2536,3,9.55,0,False,Female,B.Tech,0,100,100,78,Eligible,2027
ST2537,1,9.91,0,False,Male,B.Tech,2,100,100,81,Eligible,2027
ST2538,4,8.37,0,True,Male,B.Tech,1,88,90,50,Eligible,2027
ST2539,4,6.98,0,False,Male,B.Tech,0,68,73,78,Eligible,2027
ST2540,5,6.66,0,False,Male,B.Tech,2,62,76,98,Eligible,2027
ST2541,3,7.39,0,False,Male,B.Tech,0,77,79,59,Eligible,2027
ST2542,3,9.36,0,False,Male,B.Tech,0,100,90,65,Eligible,2027
ST2543,2,9.69,0,False,Male,B.Tech,1,96,100,86,Eligible,2027
ST2544,4,6.84,0,True,Male,B.Tech,0,69,78,95,Eligible,2027
ST2545,4,7.06,0,True,Female,B.Tech,0,83,60,78,Eligible,2027
ST2546,2,6.83,0,False,Female,B.Tech,0,72,65,84,Eligible,2027
ST2547,5,8.17,0,False,Male,B.Tech,0,75,76,80,Eligible,2027
ST2548,3,9.06,0,False,Male,B.Tech,0,93,87,66,Eligible,2027
ST2549,4,6.06,0,False,Male,B.Tech,1,57,63,66,Eligible,2027
ST2550,5,7.28,0,False,Male,B.Tech,0,77,81,50,Eligible,2027
ST2551,4,6.78,0,False,Male,B.Tech,0,74,77,68,Eligible,2027
ST2552,3,7.03,0,False,Male,B.Tech,0,78,80,53,Eligible,2027
ST2553,3,6.66,0,False,Female,B.Tech,0,72,76,76,Eligible,2027
ST2554,2,6.13,1,False,Male,B.Tech,0,58,65,64,Eligible,2027
ST2555,2,6.74,2,False,Female,B.Tech,0,65,58,85,Eligible,2027
ST2556,5,8.12,0,True,Male,B.Tech,0,78,85,62,Eligible,2027
ST2557,3,7.64,0,False,Male,B.Tech,0,81,67,54,Eligible,2027
ST2558,4,9.37,0,False,Female,B.Tech,1,100,100,96,Eligible,2027
ST2559,5,8.75,0,False,Female,B.Tech,1,81,96,63,Eligible,2027
ST2560,4,7.55,0,True,Female,B.Tech,0,82,70,82,Eligible,2027
ST2561,3,9.93,0,False,Female,B.Tech,0,97,100,86,Eligible,2027
ST2562,2,9.61,0,False,Male,B.Tech,1,98,88,64,Eligible,2027
ST2563,4,8.34,0,False,Male,B.Tech,0,79,76,81,Eligible,2027
ST2564,1,6.28,1,False,Female,B.Tech,1,63,61,83,Eligible,2027
ST2565,5,7.87,0,False,Female,B.Tech,0,83,75,68,Eligible,2027
ST2566,1,8.46,0,False,Female,B.Tech,1,85,85,52,Eligible,2027
ST2567,3,7.39,0,False,Female,B.Tech,1,81,73,98,Eligible,2027
ST2568,4,7.04,0,False,Male,B.Tech,0,70,66,73,Eligible,2027
ST2569,2,9.5,0,False,Male,B.Tech,0,92,100,50,Eligible,2027
ST2570,5,8.05,0,False,Male,B.Tech,0,80,81,72,Eligible,2027
ST2571,5,7.1,0,False,Male,B.Tech,0,64,64,95,Eligible,2027
ST2572,2,7.79,0,True,Female,B.Tech,0,76,81,66,Eligible,2027
ST2573,4,6.79,0,True,Female,B.Tech,1,78,63,64,Eligible,2027
ST2574,2,8.79,0,True,Female,B.Tech,2,94,78,90,Eligible,2027
ST2575,4,7.32,0,False,Male,B.Tech,0,67,67,71,Eligible,2027
ST2576,3,8.0,0,True,Male,B.Tech,2,83,79,59,Eligible,2027
ST2577,3,6.34,1,False,Female,B.Tech,0,55,54,58,Eligible,2027
ST2578,1,6.51,0,False,Male,B.Tech,1,66,60,97,Eligible,2027
ST2579,4,8.65,0,False,Male,B.Tech,1,89,93,72,Eligible,2027
ST2580,4,9.57,1,False,Male,B.Tech,0,96,100,70,Eligible,2027
ST2581,2,8.72,0,False,Male,B.Tech,0,79,95,65,Eligible,2027
ST2582,5,8.4,0,False,Male,B.Tech,0,77,87,56,Eligible,2027
ST2583,5,8.32,0,False,Male,B.Tech,0,86,79,51,Eligible,2027
ST2584,4,7.23,0,False,Male,B.Tech,2,67,75,62,Eligible,2027
ST2585,1,9.76,0,False,Male,B.Tech,0,92,100,84,Eligible,2027
ST2586,3,9.64,1,False,Female,B.Tech,0,99,87,55,Eligible,2027
ST2587,1,8.06,0,False,Male,B.Tech,0,79,74,79,Eligible,2027
ST2588,1,6.57,0,True,Female,B.Tech,0,77,56,81,Eligible,2027
ST2589,5,8.26,0,False,Male,B.Tech,0,76,89,76,Eligible,2027
ST2590,5,8.03,0,True,Female,B.Tech,1,82,83,82,Eligible,2027
ST2591,4,9.41,0,True,Male,B.Tech,1,100,85,50,Eligible,2027
ST2592,5,6.21,0,False,Female,B.Tech,0,59,56,90,Eligible,2027
ST2593,4,7.82,0,True,Male,B.Tech,0,82,88,74,Eligible,2027
ST2594,2,6.19,0,True,Female,B.Tech,1,64,55,90,Eligible,2027
ST2595,5,7.49,2,False,Male,B.Tech,1,80,69,89,Eligible,2027
ST2596,4,7.35,0,False,Male,B.Tech,0,68,69,69,Eligible,2027
ST2597,1,6.92,0,False,Female,B.Tech,0,67,67,88,Eligible,2027
ST2598,4,7.69,1,False,Male,B.Tech,0,84,85,92,Eligible,2027
ST2599,4,8.28,0,False,Male,B.Tech,2,74,87,69,Eligible,2027
ST2600,4,9.71,1,True,Male,B.Tech,0,100,99,69,Eligible,2027
ST2601,1,6.1,0,False,Female,B.Tech,0,56,69,78,Eligible,2027
